rcaCode,rcaName,rcaEnvDom,rcaZType,rcaSpZTyp,rcaParameterN,rcaParameterP,rcaParameterM,rcaParameterOther,rcaArt58DateDesign,rcaDateArt58,rcaRemarks,rcaHyperlink,rcaBeginLife,rcaEndLife,ReportNetEnvelopeFileId
FRSA_CM_1113,Rivière Mrowalé,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1115,Rivière Ourovéni en aval du barrage de Combani,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1116,Rivière Coconi,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1117,Rivière Kaouénilajoli,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1118,Rivière Majimbini,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1119,Rivière Gouloué,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1120,Rivière Koualé,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1121,Rivière Dembéni,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1122,Rivière Hajangua,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1123,Rivière Salim Bé,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1126,Rivière Djialimou,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1130,ACER OUEST 2,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1131,ACER OUEST 3,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1132,ACER NORD,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1133,ACER EST 1,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1134,ACER EST 2,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_CM_1135,ACER EST 4,,UWWCMSA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_01214,Les fleuves côtiers du bassin Artois-Picardie,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_01214,,20060222,,60316
FRSA_RI_01215,La Lys,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_01215,,20060222,,60316
FRSA_RI_01216,"Escaut, Scarpe, Deûle, Sensée, Marque et Sambre",,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_01216,,20060222,,60316
FRSA_RI_02019,La Meuse,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_02019,,19941123,,60316
FRSA_RI_02020,La Moselle,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_02020,,19941123,,60316
FRSA_RI_02021,Le Rhin,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_02021,,19941123,,60316
FRSA_RI_02022,La Sarre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_02022,,19941123,,60316
FRSA_RI_03202,Les fleuves côtiers de la baie de Seine en Basse-Normandie,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_03202,,20060222,,60316
FRSA_RI_03203,Les fleuves côtiers de Haute-Normandie,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_03203,,20060222,,60316
FRSA_RI_03204,Les fleuves côtiers du Cotentin Ouest et Nord,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_03204,,20060222,,60316
FRSA_RI_03205,La baie de Seine,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_03205,,20060222,,60316
FRSA_RI_03207,Le bassin de la Seine,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_03207,,20060222,,60316
FRSA_RI_03208,La Risle,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_03208,,20060222,,60316
FRSA_RI_03209,La Lézarde,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_03209,,20060222,,60316
FRSA_RI_04201,Côtiers entre Couesnon et Rance,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04201,,20060222,,60316
FRSA_RI_04202,Côtiers de Bretagne Nord,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04202,,20060222,,60316
FRSA_RI_04203,L'Elorn et son estuaire,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04203,,20060222,,60316
FRSA_RI_04204,Côtiers entre Elorn et Cap de la Chèvre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04204,,20060222,,60316
FRSA_RI_04205,Baie de Douarnenez,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_04205,,20060222,,60316
FRSA_RI_04206,Côtiers entre pointe du Raz et Beg Meil,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04206,,20060222,,60316
FRSA_RI_04207,Baie de Concarneau,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04207,,20060222,,60316
FRSA_RI_04208,Côtiers en Jument et Scorff,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04208,,20060222,,60316
FRSA_RI_04209,Rade de Lorient,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04209,,20060222,,60316
FRSA_RI_04210,Côtiers entre Blavet et Golfe du Morbihan,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_04210,,20060222,,60316
FRSA_RI_04211,Côtiers entre golfe du Morbihan et Vilaine,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04211,,20060222,,60316
FRSA_RI_04212,Côtiers entre Vilaine et Loire,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_04212,,20060222,,60316
FRSA_RI_04213,La Loire aval,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04213,,20060222,,60316
FRSA_RI_04214,Côtiers vendéens,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04214,,20060222,,60316
FRSA_RI_04217,La Loire amont,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_04217,,20060222,,60316
FRSA_RI_04218,La Vilaine,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04218,,20060222,,60316
FRSA_RI_04219,Le Cher,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04219,,20060222,,60316
FRSA_RI_04220,L'Indre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04220,,20060222,,60316
FRSA_RI_04221,La Rance,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04221,,20060222,,60316
FRSA_RI_04222,La Loire moyenne,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_04222,,20060222,,60316
FRSA_RI_05001,La Rhue amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05001,,19941123,,60316
FRSA_RI_05002,L'Hers mort,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_05002,,19941123,,60316
FRSA_RI_05003,Les cours d'eau gascons,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05003,,19941123,,60316
FRSA_RI_05004,La Rive droite de la Garonne niveau Marmande,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05004,,19941123,,60316
FRSA_RI_05005,La Cère amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05005,,19941123,,60316
FRSA_RI_05006,La Dordogne amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05006,,19941123,,60316
FRSA_RI_05007,L'Isle moyenne,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05007,,19941123,,60316
FRSA_RI_05008,La Charente amont,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_05008,,19941123,,60316
FRSA_RI_05009,"Le Bassin d'Arcachon, les lacs et étangs littoraux",,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05009,,19941123,,60316
FRSA_RI_05010,La rive gauche de l'Adour,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05010,,19941123,,60316
FRSA_RI_05011,L'Aveyron,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_05011,,19941123,,60316
FRSA_RI_05012,Les lacs du haut Agoût,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05012,,19941123,,60316
FRSA_RI_05013,L'arros aval,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05013,,19941123,,60316
FRSA_RI_05014,Le Lot aval,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05014,,19941123,,60316
FRSA_RI_05015,Rive droite de la Garonne niveau Agen,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05015,,19941123,,60316
FRSA_RI_05016,Le Tarn aval,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05016,,19941123,,60316
FRSA_RI_05017,La Gélise et l'Osse,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05017,,20100604,,60316
FRSA_RI_05018,Le Célé,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05018,,20100604,,60316
FRSA_RI_05019,L'Isle et l'Auvézère,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05019,,20100604,,60316
FRSA_RI_05020,L'Agout,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05020,,20100604,,60316
FRSA_RI_05021,Le Cérou et la Vère,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_05021,,20100604,,60316
FRSA_RI_05113,L'Arros amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05113,,20100604,,60316
FRSA_RI_05114,Le Lot amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05114,,20100604,,60316
FRSA_RI_05116,Le Tarn moyen,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05116,,19990831,,60316
FRSA_RI_05216,Le Tarn amont,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_05216,,20100604,,60316
FRSA_RI_06225,Les étangs palavasiens Est,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06225,,20060222,,60316
FRSA_RI_06226,L'étang de Berre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06226,,20060222,,60316
FRSA_RI_06227,Le Vistre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06227,,20060222,,60316
FRSA_RI_06228,L'étang de Thau,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_06228,,20060222,,60316
FRSA_RI_06229,La Saône et le Doubs inclus l’Azergues (partie 2010),,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06229Changement de nom suite  à l'arrêté de 2017,,20060222,,60316
FRSA_RI_06230,Le lac Léman,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06230,,19941123,,60316
FRSA_RI_06301,Bassin de L'Ange et de l'Oignin,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_06301,,20100604,,60316
FRSA_RI_06302,Bassin des Usses,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06302,,20100604,,60316
FRSA_RI_06303,Bassin du Garon,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_06303,,20100604,,60316
FRSA_RI_06304,Bassin du Gier,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06304,,20100604,,60316
FRSA_RI_06305,Bassin de la Cèze,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06305,,20100604,,60316
FRSA_RI_06306,Bassin des Gardons,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_06306,,20170413,,60316
FRSA_RI_06307,Bassin du Vidourle,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06307,,20100604,,60316
FRSA_RI_06308,Bassin de l'Hérault,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06308,,20100604,,60316
FRSA_RI_06309,Bassin de l'Orb,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06309,,20100604,,60316
FRSA_RI_06310,Bassin de l'Aude,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_06310,,20170413,,60316
FRSA_RI_06311,Les étangs Bages -Sigean et Campignol,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06311,,20100604,,60316
FRSA_RI_06312,Bassin de l' Agly,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06312,,20100604,,60316
FRSA_RI_06313,Bassin de la Têt,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06313,,20100604,,60316
FRSA_RI_06314,L'étang de Canet et son bassin,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06314,,20100604,,60316
FRSA_RI_06315,Bassin du Tech,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_06315,,20100604,,60316
FRSA_RI_06316,Bassin de la Bourbre,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06316,,20170413,,60316
FRSA_RI_06317,Bassin du Fier,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06317,,20100604,,60316
FRSA_RI_06318,Bassin versant du Gapeau,,UWWRISA,A54,0,1,0,0,,,was FR_SA_RI_06318,,20100604,,60316
FRSA_RI_06319,Bassin de la Giscle et Côtiers,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06319,,20100604,,60316
FRSA_RI_06320,Bassin de la Brague,,UWWRISA,A54,1,1,0,0,,,was FR_SA_RI_06320,,20170413,,60316
FRSA_RI_06321,Bassin du Libron,,UWWRISA,A523,0,1,0,0,,,was FR_SA_RI_06321,,20100604,,60316
FRSA_RI_06322,Les étangs Palavasiens Ouest,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_06322,,20100604,,60316
FRSA_RI_10103,Les masses d'eau du milieu terrestre a l'Ouest de La Reunion,,UWWRISA,A523,1,1,0,0,,,was FR_SA_RI_10103,,19990831,,60316
FRSA_RI_1102,Rivière Maré en aval du barrage de Dzoumonyé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1103,Rivière Bouyouni,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1104,Rivière Longoni,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1105,Rivière Mgombani,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1106,Rivière Mroni Kavani,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1108,Rivière Adrianabé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1109,Rivière Boungoumouhé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1111,Rivière Mroni Batirini,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1113,Rivière Mrowalé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1115,Rivière Ourovéni en aval du barrage de Combani,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1116,Rivière Coconi,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1117,Rivière Kaouénilajoli,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1118,Rivière Majimbini,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1119,Rivière Gouloué,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1120,Rivière Koualé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1121,Rivière Dembéni,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1122,Rivière Hajangua,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1123,Rivière Salim Bé,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
FRSA_RI_1126,Rivière Djialimou,,UWWRISA,A523,1,1,0,0,,,Application de la DERU pour les agglomérations de Mayotte supérieures à 10000 EH en zone sensible au 2020-12-31 mais arrêté de désignation des zones sensibles en date du 2022-06-10,,20201231,,60316
LT1,Lithuania,,UWW55CMSA,A58523,1,1,0,0,20050101,20071231,,,,,60315
ATRA_1_CM,Austria,,UWWCMSA,A5854,1,1,0,0,20021231,20021231,"Österreich stellt in seinem gesamten Staatsgebiet erhöhte Anforderungen an die Reinigungsleistung von kommunalen Abwasserbehandlungsanlagen. Österreich entwässert de facto sein gesamtes Staatsgebiet in als ""empfindlich ausgewiesene Gebiete"".  Das Einzugsgebiet des Rhein und der Elbe entwässern in die Nordsee, das österreichische Einzugsgebiet der Donau entwässert in das Schwarze Meer. Siehe auch Schreiben der Europäischen Kommission vom Juli 2007, demzufolge das Donaudelta und die rumänische Schwarzmeerküste als empfindliches Gebiet im Sinne der Richtlinie ausgewiesen wäre",,20180101,,60314
SICA-SI5VT1,VT Jadransko morje,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICA-SI5VT2,VT Morje Lazaret – Ankaran,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICA-SI5VT3,MPVT Morje Koprski zaliv,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICA-SI5VT4,VT Morje Žusterna – Piran,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICA-SI5VT5,VT Morje Piranski zaliv,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICA-SI5VT6,MPVT Škocjanski zatok,,UWWCASA,A523,1,1,0,0,,,,,20070609,,60383
SICM-SI111VT5,VT Sava izvir – Hrušica,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI111VT7,MPVT zadrževalnik HE Moste,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI1128VT,VTJ Blejsko jezero,,UWWCMSA,A523,1,1,0,0,,,,,20070609,,60383
SICM-SI112VT3,VTJ Bohinjsko jezero,,UWWCMSA,A523,1,1,0,0,,,,,20070609,,60383
SICM-SI112VT7,VT Sava Sveti Janez – Jezernica,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI112VT9,VT Sava Jezernica – sotočje s Savo Dolinko,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI114VT3,VT Tržiška Bistrica povirje – sotočje z Lomščico,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI114VT9,VT Tržiška Bistrica sotočje z Lomščico – Podbrezje,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI116VT5,VT Kokra Jezersko – Preddvor,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI116VT7,VT Kokra Preddvor – Kranj,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI121VT,VT Poljanska Sora,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI122VT,VT Selška Sora,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI123VT,VT Sora,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI1324VT,VT Rača z Radomljo,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI1326VT,VT Pšata,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI132VT1,VT Kamniška Bistrica povirje – Stahovica,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI132VT5,VT Kamniška Bistrica Stahovica – Študa,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI132VT7,VT Kamniška Bistrica Študa – Dol,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI14102VT,VT Cerkniščica,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI141VT1,VT Jezerski Obrh,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI141VT2,VTJ Cerkniško jezero,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI143VT,VT Rak,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI144VT1,VT Pivka povirje – Prestranek,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI144VT2,VT Pivka Prestranek – Postojnska jama,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI145VT,VT Unica,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI146VT,VT Logaščica,,UWWCMSA,A523,1,1,0,0,,,,,20010513,,60383
SICM-SI1476VT,VT Iščica,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI148VT3,VT Gradaščica z Veliko Božno,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI148VT5,VT Mali Graben z Gradaščico,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI14912VT,UVT Gruberjev prekop,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI14VT77,VT Ljubljanica povirje – Ljubljana,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SICM-SI14VT93,MPVT Mestna Ljubljanica,,UWW55CMSA,A523,1,1,0,0,,,,,20090822,,60383
SKS01,Slovak Republic,,UWWCMSA,A58523,1,1,0,0,20101231,20101231,,,20040101,,60323
LVUWWTD,Latvia,,UWWCMSA,A58523,1,1,0,0,20020122,20111231,,,20040101,,60322
ITCA99Q15SA003,AREA COSTIERA DELL'ADRIATICO SETTENTRIONALE EST,,UWWCASA,A523,0,1,0,0,,,D.Lgs.152/2006,,20151230,,60321
ITCA99Q15SA004,AREA_COSTIERA_DELL_ADRIATICO_SETTENTRIONALE_CENTRO,,UWWCASA,A54,1,1,0,0,,,,,,,60321
IT09SA0000000006,ARNO,,UWWRISA,A54,0,0,0,0,,,,,,,60321
ITCM13CSA1000000001,BACINO DRENANTE - LAGO DI BARREA E LAGO DI BOMBA,,UWWCMSA,A523,1,1,0,0,,,,,,,60321
ITCM09CSA1000000005,BACINO DRENANTE DEL LAGO DI MASSACIUCCOLI,,UWWCMSA,A523,1,1,0,0,,,,,,,60321
IT09CSA000000012,BACINO DRENANTE DELL' ARNO,,UWWCMSA,A54,0,0,0,0,,,,,,,60321
ITCM19CSA09000003,BACINO_DRENANTE_GOLFO_DI_CASTELLAMMARE,,UWWCMSA,A523,1,1,0,0,,,,,,,60321
ITCM16CSA000000015,BACINO_DRENANTE_INVASO_DEL_LOCONE,,UWWCMSA,A523,0,0,1,0,,,D.Lgs. 152/99 - Decreto Commissario Emergenza Ambientale n. 39 del 02/04/2003,,,,60321
ITCM16CSA000000009,BACINO_DRENANTE_LAGO_DI_LESINA,,UWWCMSA,A523,1,1,1,0,,,D.Lgs. 152/99 - Decreto Commissario Emergenza Ambientale n. 39 del 02/04/2003,,,,60321
