ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
60369,,,,3500,20251231,20261231,20221231,20231231,3m,3058,,10.5,,,Agglomerato oggetto di intervento ex Del- CIPE n.60/2012 "Disinquinamento fascia costiera vibonese – Area compresa tra Briatico e Ricadi  (Sub 1)" - ID 33736-1,,,Presenza sistemi NOTCON,NC,IT008,IT18Q90000003061,Zungri – Rete
60369,,,,4000,20251231,20261231,20221231,20231231,3m,3507,,1,,,Intervento da programmare,,,Presenza sistemi NOTCON,NC,IT008,IT18Q19200004001,San Costantino - rete
60369,,,,3000,20251231,20261231,20221231,20231231,3m,2856,,1,,,Intervento da programmare,,,Presenza sistemi NOTCON,NC,IT008,IT18Q19300004001,Francica - rete
60369,,,,4000,20251231,20261231,20221231,20231231,3m,3325,,0.5,,,Intervento da programmare,,,Effluente non conforme,NC,IT008,IT18Q90000002743,Pedace - Perito
60369,,,POR 2014-2020,828000,20221231,20230101,20141130,20180101,3m,40146,,33.040068,,,Interventi di adeguamento funzionale dell'impianto di depurazione di Acerra,,,Scarico delle acque reflue urbane non trattate dall’impianto,NC,IT008,IT15Q15000000001,CAIVANO_DEPURATORE_DI_ACERRA
60369,,,,22000,20221231,20230601,20160101,20180101,3m,9945,,15.83329,,,Adeguamento e potenziamento dell'impianto di depurazione del Comune di Agerola,,,Scarico delle acque reflue urbane non trattate dall’impianto,NC,IT008,IT15Q90000003633,AGEROLA_DEPURATORE_DI_AGEROLA_VIA_PONTE
60369,,,,9000,20200501,20210501,20131031,20180502,3m,6605,,20.5,,,Risanamento ambientale attraverso l'adeguamento del sistema depurativo comunale,,,Scarico delle acque reflue urbane non trattate dall’impianto,NC,IT008,IT15Q90000003439,ALIFE_IMPIANTO_DI_FUSARO_VADOLARGO
60369,,,,500,20200501,20210501,20131031,20180502,2,510,,20.5,,,Risanamento ambientale attraverso l'adeguamento del sistema depurativo comunale,,,Scarico delle acque reflue urbane non trattate dall’impianto,NC,IT008,IT15Q90000003440,ALIFE_IMPIANTO_DI_TOTARI
60369,"Con Decreto Dirigenziale RC n. 500 del 02/08/2016 approvati Lavori di ampliamento e razionalizzazione rete fognaria, nonchè realizzazione impianti di depurazione nel comune di Ascea – lotto di completamento Frazioni Nord – Ovest – via Mulino Vecchio a valere su fondi POC 2014-2020 per un importo di 0,162930",,POR 2014-2020,15000,20221231,20240101,20170101,20190101,2,13442,,68.4839,,,"Ampliamento, adeguamento e razionalizzazione rete fognaria e realizzazione impianto di depurazione nel comune di Ascea. Lotto di completamento impianto di depurazione Ascea Marina - Lavori di ampliamento e razionalizzazione rete fognaria, nonchè realizzazione impianti di depurazione nel comune di Ascea – lotto di completamento Frazioni Nord – Ovest – via Mulino Vecchio",,,Assenza di impianti di depurazione,NC,IT008,IT15Q90000003652,ASCEA_DEPURATORE_DI_ASCEA
60369,"NON AVVIATO - intervento in attesa della individuazione delle fonte regionale di cofinanziamento - 2.097.424,76 € su programmazione 21-27",,,3595,20220630,20230630,20210501,20220101,3NPm,2345,,22.5529544,,,Progetto interventi risolutivi delle infrazioni comunitarie in tema di fognature e depurazione - INFRAZIONE EUROPEA 2014-2059,,,Scarico delle acque reflue urbane non trattate dall’impianto,NC,IT008,IT15Q90000003486,BASELICE_IMPIANTO_LOC_TOPPO_RIPE_DI_TROIA
60369,,,FSC 2007-2013,69000,20170915,20180915,20160229,20160516,3m,66606,,3.5,,,Adeguamento tecnologico dell'impianto di depurazione Tavernola,,,Progetto non adeguato,NC,IT008,IT15Q90000003623,BATTIPAGLIA_SA_IMPIANTO_TAVERNOLA
60369,"Previsto anche  - Completamento rete fognante e adeguamento impianti di depurazione - POR 2014-2020 - ex CIPE 60/2012 - 9,63471764",,FSC 2007-2013,6500,20221231,20240601,20170601,20180901,3m,5852,,9.83153322,,,Impianto di depurazione acque reflue città di Benevento,,,Assenza di impianti di depurazione,NC,IT008,IT15Q90000003473,BENEVENTO_IMPIANTO_PONTE_DELLE_TAVOLE
60369,,,,5617,20220630,20230630,20200930,20210501,3m,5681,,2.3416202,,,Impianto di fitodepurazione di acque reflue in loc. Orto di Cioglia e Campo delle Madonnelle,,,Assenza di impianti di depurazione. ,NC,IT008,IT15Q90000003576,CALITRI_DEPURATORE_1
60369,,,POR 2014-2020,21000,20221231,20241230,20180101,20190701,2,20300,,9.539689,,,Razionalizzazione del sistema fognario e depurativo delle frazioni Marina e Lentiscosa con riutilizzo terziario delle acque depurate. Realizzazione dell’impianto di depurazione e del sistema di collettamento delle acque reflue al depuratore,,,Scarico delle acque reflue urbane non trattate dall’impianto. Assenza di impianti di depurazione,NC,IT008,IT15Q90000003645,CAMEROTA
60369,"Previsto anche il progetto - Adeguamento dell'impianto di depurazione ed ampliamento della rete fognaria - POR 2014 - 2020 - 1,500000 ",,FSC 2014-2020,5000,20220831,20230831,20190101,20210101,3NPm,3793,,2.33510983,,, Adeguamento dell'impianto di depurazione in loc. Genzano e della rete fognaria,,,Progetto non adeguato,NC,IT008,IT15Q90000003577,CAPOSELE_IMPIANTO_LOCALITA_GENZANO
60369,,,FSC 2014-2020,2000,20220630,20230630,20190601,20210101,3m,1401,,1.26038764,,,"Adeguamento, rifunzionalizzazione dell'impianto di depurazione e collettori fognari",,,Progetto non adeguato,NC,IT008,IT15Q90000003714,CASALBUONO_IMPIANTO_COSTARELLE
60369,"Previsto anche progetto - Rete fognante nel territorio del comune di Casal Velino e adeguamento impianto di depurazione - FSC 2014-2020 - 1,50332957",,FSC 2014-2020,2000,20210228,20220228,20160101,20190101,3Nm,5933,,2.57289457,,,Lavori di adeguamento del sistema fognante comunale e interventi sul depuratore comunale,,,Scarico delle acque reflue urbane non trattate dall’impianto. Assenza di impianti di depurazione,NC,IT008,IT15Q11000000002,CASALVELINO_IMPIANTO_STRADA_SANTA
60369,,,POR 2014-2020,1500,20221231,20230901,20170101,20190601,3m,2042,,3.539958,,,Realizzazione nuovo impianto di depurazione,,,Assenza di impianti di depurazione. ,NC,IT008,IT15Q90000003668,CASELLE_IN_PITTARI_DEPURATORE_COMUNALE
60369,,,POC 2014-2020,724,20221231,20230901,20170101,20190901,3m,640,,0.50444233,,,"Adeguamento del sistema
depurativo frazione Ogliastro
Marina - Castellabate",,,Progetto non adeguato,NC,IT008,IT15Q90000003662,CASTELLABATE_DEPURATORE_DI_OGLIASTRO_MARINA
60369,,,POC 2014-2020,40000,20221231,20231230,20160901,20180901,3NPm,13505,,0.48244121,,,Interventi di adeguamento dell'impianto di depurazione e collettamento Comune di Castel Volturno,,,Progetto non adeguato,NC,IT008,IT15Q90000003472,CASTELVOLTURNO_NORD_IMPIANTO_DI_DEP_IN_DX_DEL_FIUME_VOLTURNO
60369,,,POR 2014-2020,10000,20221231,20240101,20170630,20190101,3m,10553,,2.0193,,,"Sistema drenante e depurativo del Cilento costiero dei comuni di Pisciotta, Centola e Camerota Ovest - Interventi per l'attivazione e messa a regime",,,Scarico delle acque reflue urbane non trattate dall’impianto.,NC,IT008,IT15Q90000003654,CENTOLA_DEPURATORE_FRAZ_COLLA
60369,,,FSC 2014-2020,3000,20221231,20231231,20190201,20210701,2,2764,,6.58276,,,Progetto generale per il completamento della rete fognante e dell’impianto di depurazione nel contesto delle vigenti norme urbanistiche,,,Scarico delle acque reflue urbane non trattate dall’impianto.,NC,IT008,IT15Q90000003493,COLLE_SANNITA_IMPIANTO_DI_COLLE_SANNITA
60369,,,POR 2014-2020,1500,20221231,20240601,20170101,20190115,3Nm,2037,,1.332053,,,Ripristino rete fognaria centro urbano ed impianto depurazione loc. Borrelli,,,Scarico delle acque reflue urbane non trattate dall’impianto.,NC,IT008,IT15Q90000003580,FLUMERI_IMPIANTO_FLUMERI_LOCALITA_BORRELLI
60369,,,FSC 2014-2020,3000,20220502,20230502,20190701,20210101,3m,1228,,4.48912525,,,Razionalizzazione e completamento dell'impianto fognario del comune di Gioia Sannitica e del relativo trattamento delle acque reflue ,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003530,GIOIA_SANNITICA_IMPIANTO_DEL_CAPOLUOGO_GIOIA_CENTRO
60369,,,POR 2014-2020,632000,20221231,20240601,20190901,20201230,3Nm,550622,,24.851382,,,Interventi di adeguamento funzionale dell'impianto di depurazione di Foce Regi Lagni,,,Progetto non adeguato,NC,IT008,IT15Q15000000007,VILLA_LITERNO_CE_IMPIANTO_FOCE_REGI_LAGNI
60369,,,POR 2014-2020,1000,20221231,20240101,20181230,20190630,3m,1668,,2.21014605,,,Lavori di completamento e adeguamento rete fognaria e impianto di depurazione,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003589,LAPIO_IMPIANTO_DEL_CENTRO
60369,,,FSC 2014-2020,600,20221231,20231231,20190101,20210101,3m,392,,6.5,,,Opere di salvaguardia ambientale e disinquinamento del torrente Isclero e del fiume Volturno mediante adeguamento e completamento della rete fognaria e dell'impianto di depurazione in località Biancano - primo lotto funzionale,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003534,LIMATOLA_IMPIANTO_LOCALITA_BIANCANO
60369,,,FSC 2014-2020,7000,20211231,20221231,20140101,20150910,3m,6195,,1.16650297,,,"Miglioramento del depuratore comunale, delle reti fognarie ed idriche, finalizzato all'adeguamento funzionale ed al risparmio energetico",,,Progetto non adeguato.,NC,IT008,IT15Q90000003590,LIONI_IMPIANTO_DI_LIONI
60369,,,POR 2014-2020,11199,20221231,20241230,20190630,20220101,3m,11200,,11.949759,,,Impianto di depurazione a servizio dei comuni di Maiori e Minori,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003642,MAIORI_DEPURATORE_DI_MAIORI
60369,,,FSC 2014-2020,500,20210630,20220630,20190101,20210101,3m,622,,1.6216707,,,"Lavori di potenziamento, adeguamento e completamento ella rete fognaria e del relativo trattamento delle acque reflue nel territorio comunale",,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003524,MIGNANO_MONTE_LUNGO_DEPURATORE_LOC_SPINETO
60369,,,POC 2014-2020,6000,20221231,20230101,20190330,20200101,3Nm,5417,,0.21168218,,,"Completamento depuratore e rete
fognaria Casa del Conte 1° stralcio",,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003681,MONTECORICE_DEPURATORE_CASE_DEL_CONTE
60369,,,POR FESR 2007-2013,2188,20221231,20230101,20190330,20200101,3NPm,2382,,0.9660864,,,Ristrutturazione e adeguamento dell'impianto di depurazione principale sito lungo la strada comunale Fornaci,,,Progetto non adeguato.,NC,IT008,IT15Q90000003592,MONTEFALCIONE_DEPURATORE_STAZIONE
60369,,,POR 2014-2020,3000,20221231,20231230,20180630,20200101,3m,2469,,1.074885,,,Lavori di risanamento e completamento della rete fognaria e degli impianti di depurazione,,,Progetto non adeguato.,NC,IT008,IT15Q90000003634,MONTESANO_MARCELLANA_BUONABITACOLO_IMPIANTO_CAPOLUOGO_PESCHIERA
60369,,,,220000,20270630,20280630,20220831,20221001,3Pm,167962,,23.4,,,Adeguamento dell'impianto,,,Impianto senza controlli disponibili,NC,IT008,IT03160128000481,DP01602401_BERGAMO
60369,,,,250000,20270630,20280630,20250531,20250701,3Pm,97640,,4.466,,,Adeguamento dell'impianto,,,Impianto senza controlli disponibili,NC,IT008,IT03160129000529,DP01617801_RANICA
60370,,,,3194,20261231,20271231,20181231,20200101,2,2904,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_23653_01,ROWP Negri
60370,,,,2500,20261231,20271231,20181231,20200101,2,2273,0,0.86,,,building a new treatment plant / secondary treatment ,0.86,OF,NR,NC,RO08,ROWP_178885_01,ROWP Negrilesti
60370,,2.18,CF,10560,20261231,20271231,20131231,20141231,2,7045,2,2.18,,,Extension of the collecting system; Construction / expansion of wastewater treatment plants,,,increase of the load ,NC,RO08,ROWP_23724_01,ROWP COMUNA NICOLAE BALCESCU - statie de epurare
60342,Conforme sur 2020,0,,51700,20191231,20201231,20100601,20100701,2,20500,,0,,,Nouvelle station mais mauvaises performances,,,Conforme sur 2020,C,FRR1,FR099730200001,CAYENNE- LEBLOND
60342,Conforme sur 2020,0,,3200,20191231,20201231,20181130,20181231,3N,2458,,0,,,Autosurveillance reglementaire,,,Conforme sur 2020,C,FRR1,FR031000301000,AIX EN OTHE
60342,Conforme sur 2020,0,,2000,20191231,20201231,20171231,20181231,3N,2242,,0,,,"Nouvelle station, travaux reseau",,,Conforme sur 2020,C,FRR1,FR060930077003,CENDRAS      L'ABBAYE
60342,Conforme sur 2020,0,,7000,20191231,20201231,20181231,20190101,3N,9519,,0,,,Travaux reseaux,,,Conforme sur 2020,C,FRR1,FR060930092002,CONNAUX
60342,Conforme sur 2020,0,,2700,20191231,20201231,20181231,20190101,3N,2501,,0,,,Autosurveillance reglementaire,,,Conforme sur 2020,C,FRR1,FR031014201000,ESTISSAC
60342,Conforme sur 2020,0,,2500,20191231,20201231,20181231,20190101,3N,3690,,0,,,Recherche de la cause etude en cours,,,Conforme sur 2020,C,FRR1,FR060911255002,MONTREDON DES CORBIERES (NOUVELLE)
60342,Conforme sur 2020,0,,3000,20191231,20201231,20181231,20190101,3N,4710,,0,,,Reconstruction station et travaux reseau,,,Conforme sur 2020,C,FRR1,FR035142302000,PARGNY SUR SAULX
60342,Conforme sur 2020,0,,3200,20191231,20201231,20180101,20190101,3N,2027,,0,,,Autosurveillance reglementaire,,,Conforme sur 2020,C,FRR1,FR025446200086,ROSIERES-AUX-SALINES
60370,,,,2829,20261231,20271231,20181231,20200101,2,2572,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_121803_02_01,ROWP Nisiporesti
60370,,,,3649,20261231,20271231,20181231,20200101,2,3317,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_123610_01_01,ROWP Oantu
60370,,3.88,CF,10419,20261231,20271231,20181231,20200101,2,9472,0,3.88,,,building a new treatment plant / secondary treatment ,,,absence of UWWTP,NC,RO08,ROWP_23804_01,ROWP SERVICIUL APA CANAL OITUZ
60370,,2.28,CF,4455,20261231,20271231,20181231,20200101,2,4050,0,2.28,,,building a new treatment plant / secondary treatment ,,,NR,NC,RO08,ROWP_23957_01,ROWP Orbeni
60369,,,,185000,20230630,20240630,20221031,20221201,3Pm,163730,,0.25,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q170000022,RSFG0161560401_T21_BELVEDERE
60369,,,,185000,20230630,20240630,20221031,20221201,3Pm,163730,,0.25,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q170000023,RSFG0161561101_T20_LOGOLUSO
60369,,,,9800,20220630,20230630,20210809,20210920,3Pm,6780,,0.15,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000126,RSFG0160170201_TA2_AZZONE
60369,,,,9800,20220930,20230930,20220315,20220415,3Pm,6780,,0.0624,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q170000019,RSFG0160780401_T5_ZANOLI
60369,,,,9800,20220930,20230930,20220315,20220415,3Pm,6780,,0.0624,,,Dismissione dell'impianto e collettamento dei reflui ad altro depuratore,,,impianto con solo livello di trattamento primario,NC,IT008,IT03Q170000003,DP01607808_COLERE_CARBONERA
60370,,2.03,CF,3682,20261231,20271231,20181231,20200101,2,3347,0,2.03,,,building a new treatment plant / secondary treatment ,,,NR,NC,RO08,ROWP_98319_01,ROWP Oteleni
60370,,5.37,CF,9540,20261231,20271231,20181231,20200101,2,8673,0,5.37,,,building a new treatment plant / secondary treatment ,,,NR,NC,RO08,ROWP_23984_01,ROWP Palanca
60370,,,,6733,20261231,20271231,20181231,20200101,2,6121,0,1.9,,,building a new treatment plant / secondary treatment ,1.9,OF,absence of UWWTP,NC,RO08,ROWP_149762_01,"ROWP COMUNA PALTINOASA - statii de epurare Paltinoasa, Capu Codrului"
60342,Conforme sur 2020,0,,5000,20191231,20201231,20180101,20190101,3N,2350,,0,,,Travaux sur reseau,,,Conforme sur 2020,C,FRR1,FR060920283001,SOLARO
60342,Conforme sur 2020,0,,7950,20191231,20201231,20180101,20190101,3N,2792,,0,,,Rehabilitation de la station,,,Conforme sur 2020,C,FRR1,FR060969207001,ST GERMAIN AU MONT D'OR
60370,,,,5148,20261231,20271231,20181231,20200101,2,4680,0,3.21,,,building a new treatment plant / secondary treatment ,3.21,OF,NR,NC,RO08,ROWP_123610_01,ROWP Pangarati
60370,,,,2514,20261231,20271231,20181231,20200101,2,2285,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_123610_02_01,ROWP Pangaricior
60370,,,,3270,20261231,20271231,20181231,20200101,2,2973,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_24043_01,ROWP Parava
60370,,,,5504,20261231,20271231,20181231,20200101,2,5004,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_24285_01,ROWP Pargaresti
60369,,,,9000,20240630,20250630,20220930,20221101,3NPm,7898,,0.5,,,Adeguamento dell'impianto,,,Impianto non conforme limiti Tab.1,NC,IT008,IT03160129000647,DP01807601_GROPELLO_CAIROLI
60370,,,,4254,20261231,20271231,20181231,20200101,2,3867,2,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_24098_01,ROWP Parincea
60342,Conforme sur 2020,0,,8000,20191231,20201231,20121101,20120702,3NP,2990,,0,,,Nouvelle station,,,Conforme sur 2020,C,FRR1,FR0449358S0001,TURQUANT
60342,Conforme sur 2020,0,,6800,20191231,20201231,20180101,20190101,3NP,3689,,0,,,"Autosurveillance reglementaire, travaux reseau et rehabilitation station",,,Conforme sur 2020,C,FRR1,FR035162901000,VILLERS ALLERAND
60342,Conforme sur 2020,0,,117000,20191231,20201231,20181231,20190101,3NP,98511,,0,,,arrete mise en demeure autosurveillance reglementaire,,,Conforme sur 2020,C,FRR1,FR020810500005,CHARLEVILLE-MEZIERES
60342,Conforme sur 2020,0,,15000,20191231,20201231,20181231,20190101,3NPm,13329,,0,,,Traitement desinfection,,,Conforme sur 2020,C,FRR1,FR060920123002,GHISONACCIA
60342,Conforme sur 2020,0,,7500,20191231,20201231,20181231,20190101,3P,3911,,0,,,Nouvelle station,,,Conforme sur 2020,C,FRR1,FR026732700363,NIEDERLAUTERBACH
60342,"Conforme sur 2020, Nom de la station sur 2018 CERONS (COMMUNALE)",0,,5000,20191231,20201231,20171231,20181231,2,1426,,0,,,Nouvelle station,,,Conforme sur 2020,C,FRR1,FR0533120V001,CERONS
60370,,,,6367,20261231,20271231,20181231,20200101,2,5788,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_24347_01,ROWP Parjol
60370,,,,5306,20261231,20271231,20181231,20200101,2,4824,0,3.39,,,building a new treatment plant / secondary treatment ,3.39,OF,NR,NC,RO08,ROWP_149842_01,ROWP Patrauti
60370,,,,7116,20261231,20271231,20181231,20200101,2,6469,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_177245_01,ROWP Paunesti
60370,,,,2302,20261231,20271231,20181231,20200101,2,2093,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_123807_08_01,ROWP Petru Voda
60369,,,,62000,20210521,20220521,20180809,20180924,3NPm,35089,,0.146943,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000086,RSFG0190412801_DOVERA_AB
60369,,,,62000,20210521,20220521,20180809,20180924,3NPm,35089,,0.146943,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000087,RSFG0190412901_DOVERA_AC
60370,,2.52,CF,5839,20261231,20271231,20181231,20200101,2,5308,0,2.52,,,building a new treatment plant / secondary treatment ,,,absence of UWWTP,NC,RO08,ROWP_123488_01,ROWP Piatra Soimului
60370,,0.5,CF,4104,20261231,20271231,20181231,20200101,2,3731,0,0.5,,,building a new treatment plant / secondary treatment ,,,absence of UWWTP,NC,RO08,ROWP_120904_01,ROWP Pildesti
60370,,,,6260,20261231,20271231,20181231,20200101,2,5691,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_123530_01,ROWP Pipirig
60342,Conforme sur 2020,0,,2800,20191231,20201231,20140801,20190201,2,1383,,0,,,"Vidange des ouvrages - travaux reseaux – pretraitement,",,,Conforme sur 2020,C,FRR1,FR0512120V001,LAISSAC
60342,Conforme sur 2020,0,,2000,20191231,20201231,20191231,20191101,2,1990,,0,,,Atutosurveillance reglementaire et diagnostic reseau,,,Conforme sur 2020,C,FRR1,FR0582169V005,SAINT-NICOLAS-DE-LA-GRAVE
60342,Conforme sur 2020,0,,9000,20191231,20201231,20181231,20190101,3N,14575,,0,,,Diagnostic reseau suivi de travaux,,,Conforme sur 2020,C,FRR1,FR0546128V003,GRAMAT
60370,,,,3799,20261231,20271231,20181231,20200101,2,3454,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_178894_01,ROWP Ploscuteni
60370,,,,3659,20261231,20271231,20181231,20200101,2,3326,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_48691_01,ROWP Podgoria
60370,,2.32,CF,28838,20231231,20231231,20130402,20140402,3NPm,20210,0,2.32,,,Rehabilitation and Extension of the collecting system; Upgrading / Rehabilitation wastewater treatment plant,,,increase of the load ,NC,RO08,ROWP_123683_01,ROWP CJ APA SERV SA - Statia de epurare Podoleni
60342,Conforme sur 2020,0,,62345,20191231,20201231,20181231,20190101,3NP,38416,,0,,,Travaux sur reseau,,,Conforme sur 2020,C,FRR1,FR0512084V001,CREISSELS (MILLAU)
60342,Conforme sur 2020,0,,17500,20191231,20201231,20181231,20190101,3NP,15073,,0,,,Travaux reseau,,,Conforme sur 2020,C,FRR1,FR0546102V003,FIGEAC2
60342,Conforme sur 2020,0,,3400,20191231,20201231,20151231,20171231,3NP,2195,,0,,,Travaux reseau et station,,,Conforme sur 2020,C,FRR1,FR0565226V005,IBOS
60342,Conforme sur 2020,0,,12000,20191231,20201231,20181231,20190101,3NP,8199,,0,,,Diagnostic reseau,,,Conforme sur 2020,C,FRR1,FR0565258V003,LANNEMEZAN
60369,,,,16000,20231201,20241201,20220301,20220401,3NPm,10968,,0.4425,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000035,RSFG0190160101_CASALBUTTANO_A
60369,,,,16000,20231201,20241201,20220301,20220401,3NPm,10968,,0.4425,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000036,RSFG0190160201_CASALBUTTANO_B
60369,,,,16000,20211231,20221231,20201101,20210101,3NPm,10572,,0,,,Esecuzione dei controlli,,,Impianto senza controlli disponibili,NC,IT008,IT03160129000675,DP01901701_GALBANI
60370,,3.009,CF,8371,20261231,20271231,20181231,20200101,2,7610,0,3.009,,,building a new treatment plant / secondary treatment ,,,absence of UWWTP,NC,RO08,ROWP_24640_01,ROWP Poduri
60370,,,,5148,20261231,20271231,20181231,20200101,2,4680,0,1.95,,,building a new treatment plant / secondary treatment ,1.95,OF,NR,NC,RO08,ROWP_123807_01,ROWP Poiana Teiului
60370,,,,2366,20261231,20271231,20181231,20200101,2,2151,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_151585_01,ROWP Poieni-Solca
60370,,,,2366,20261231,20271231,20181231,20200101,2,2151,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_150597_01_01,ROWP Poieni-Suceava
60342,Conforme sur 2020,0,,11000,20191231,20201231,20180101,20190101,3NP,5932,,0,,,Diagnostic reseau suivi de travaux,,,Conforme sur 2020,C,FRR1,FR0546251V003,SAINT-CERE INTERCOMMUNALE
60342,Conforme sur 2020,0,,36083,20191231,20201231,20180101,20190101,3NP,36527,,0,,,Travaux reseau en cours de reflexion,,,Conforme sur 2020,C,FRR1,FR0512300V001,VILLEFRANCHE DE ROUERGUE
60342,Conforme sur 2020,0,,60000,20191210,20201231,20151231,20161231,3NP,21855,,0,,,Nouvelle station et nouveau point de rejet,,,Conforme sur 2020,C,FRR1,FR060983068004,GRIMAUD
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000276,RSFG0970600401_VASSENA_SCARICO_1
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000277,RSFG0970600501_VASSENA_SCARICO_2
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000278,RSFG0970600601_VASSENA_SCARICO_3
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000279,RSFG0970600701_VASSENA_SCARICO_4
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000280,RSFG0970600801_VASSENA_SCARICO_5
60369,,,,99303,20220817,20230817,20190919,20200901,3NPm,69249,,0.679541,,,collettamento della rete NOTCON al depuratore,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000281,RSFG0970600901_VASSENA_SCARICO_6
60342,Conforme sur 2020,0,,6500,20181231,20191231,20120401,20120615,3N,4059,,0,,,Nouvelle station,,,Conforme sur 2020,C,FRR1,FR060983092002,PIGNANS
60342,Travaux realises mais surcharge organique a verifier sur 2020-2021,0,,13567,20181231,20191231,20080820,20140616,3NP,35028,,0,,,Nouvelle station,,,Conforme sur 2020,C,FRR1,FR109741300002,SAINT-LEU / BOIS DE NEFLES
60342,Conforme sur 2020,0,,20000,20181231,20191231,20180101,20180630,3NP,12941,,0,,,Amelioration exploitation,,,Conforme sur 2020,C,FRR1,FR026745801348,SCHWEIGHOUSE
60370,,,,6015,20261231,20271231,20181231,20200101,2,5468,0,1.39,,,building a new treatment plant / secondary treatment ,1.39,OF,NR,NC,RO08,ROWP_149940_01,ROWP Pojorata
60370,,2.29,CF,80067,20231231,20231231,20170131,20180131,3NP,47780,2,2.29,,,Upgrading / rehabilitation of the wastewater treatment plant of Piatra Neamt agglomeration,,,increase of the load ,NC,RO08,ROWP_95408_01,ROWP APAVITAL (SC) SA Iasi - statie epurare Pascani
60370,,,,4138,20261231,20271231,20181231,20200101,2,3762,0,1.28,,,building a new treatment plant / secondary treatment ,1.28,OF,absence of UWWTP,NC,RO08,ROWP_149977_01,ROWP Preutesti
